descripcion,monto,categoria,es_gasto_hormiga,fuente
"Juego completo de sábanas, sobresábanas y fundas",5687,Salidas,True,DANE_ENIG_2006_2007
"Sábanas, sobresabanas y fundas sueltas",4300,Salidas,True,DANE_ENIG_2006_2007
"Cubrelechos, cubrecamas, colchas para cama",8669,Salidas,True,DANE_ENIG_2006_2007
Cobijas y mantas para adultos,5564,Salidas,True,DANE_ENIG_2006_2007
"Cobijas, mantas y cobertores para bebés",3952,Salidas,True,DANE_ENIG_2006_2007
"Almohadas, cojines, almohadones",2088,Salidas,True,DANE_ENIG_2006_2007
"Hamacas, chinchorros, toldillos, mosquiteros",4067,Salidas,True,DANE_ENIG_2006_2007
"Ropa de mesa: Manteles, caminos de mesa, individuales y servilletas de tela para comedor",3294,Salidas,True,DANE_ENIG_2006_2007
Toallas de tela para baño,2322,Salidas,True,DANE_ENIG_2006_2007
Juego de lencería para baño,4210,Salidas,True,DANE_ENIG_2006_2007
Cortinas para baño,1405,Salidas,True,DANE_ENIG_2006_2007
Cortinas confeccionadas,14248,Salidas,False,DANE_ENIG_2006_2007
Lanas y telas para tejidos y decoración del hogar,1945,Salidas,True,DANE_ENIG_2006_2007
Sacos o lonas para ropa,2641,Salidas,True,DANE_ENIG_2006_2007
Banderas y escudos en general,1083,Salidas,True,DANE_ENIG_2006_2007
"Piedecamas, esteras y esterillas",2408,Salidas,True,DANE_ENIG_2006_2007
Forros para muebles y electrodomésticos,6878,Salidas,True,DANE_ENIG_2006_2007
Gastos por confección y reparación de productos textiles para el hogar,5399,Salidas,True,DANE_ENIG_2006_2007
"Neveras, refrigeradores y congeladores",50324,Salidas,False,DANE_ENIG_2006_2007
Lavadora y secadora de ropa,46009,Salidas,False,DANE_ENIG_2006_2007
Lavadora de platos,57083,Salidas,False,DANE_ENIG_2006_2007
Estufa a gas,17665,Salidas,False,DANE_ENIG_2006_2007
Estufa eléctrica,6736,Salidas,True,DANE_ENIG_2006_2007
Estufa mixta (electrica y a gas),41791,Salidas,False,DANE_ENIG_2006_2007
Campana extractora para la estufa,15551,Salidas,False,DANE_ENIG_2006_2007
Estufa de carbón o leña a gasolina o petróleo,1648,Salidas,True,DANE_ENIG_2006_2007
Hornos eléctricos y hornos de gas,13476,Salidas,False,DANE_ENIG_2006_2007
Hornos microondas,14888,Salidas,False,DANE_ENIG_2006_2007
Pipetas o cilindros de gas (envase sin incluir el gas),3503,Salidas,True,DANE_ENIG_2006_2007
Calentadores eléctricos,6371,Salidas,True,DANE_ENIG_2006_2007
Calentador de gas,22982,Salidas,False,DANE_ENIG_2006_2007
Sistema de calefacción para el hogar,74978,Salidas,False,DANE_ENIG_2006_2007
Aire acondicionado,31113,Salidas,False,DANE_ENIG_2006_2007
Ventiladores o abanicos fijos,5635,Salidas,True,DANE_ENIG_2006_2007
"Aspiradora, brilladora y lavatapetes",15570,Salidas,False,DANE_ENIG_2006_2007
"Máquinas de coser, tejer, fileteadoras y telares",23158,Salidas,False,DANE_ENIG_2006_2007
"Otros aparatos grandes del hogar: Trituradoras de desperdicios, cajas fuertes, purificadores de agua",39280,Salidas,False,DANE_ENIG_2006_2007
Plancha eléctrica,3728,Salidas,True,DANE_ENIG_2006_2007
"Licuadora, picadora y ayudante de cocina eléctrico",6056,Salidas,True,DANE_ENIG_2006_2007
Batidora y mezcladora eléctrica,4787,Salidas,True,DANE_ENIG_2006_2007
"Sanducheras, wafleras y tostadoras eléctricas",3472,Salidas,True,DANE_ENIG_2006_2007
Extractor de zumos y exprimidor eléctricos,4991,Salidas,True,DANE_ENIG_2006_2007
Cafeteras eléctricas,4040,Salidas,True,DANE_ENIG_2006_2007
Ollas arroceras y freidoras eléctricas,6979,Salidas,True,DANE_ENIG_2006_2007
"Cuchillos, afila cuchillos y abrelatas eléctricos",1036,Salidas,True,DANE_ENIG_2006_2007
Encendedores eléctricos y no eléctricos para estufa,1490,Salidas,True,DANE_ENIG_2006_2007
Ventiladores o abanicos movibles,5319,Salidas,True,DANE_ENIG_2006_2007
Duchas eléctricas,2336,Salidas,True,DANE_ENIG_2006_2007
Asadores eléctricos para carne,7217,Salidas,True,DANE_ENIG_2006_2007
Mantas eléctricas para el hogar,5250,Salidas,True,DANE_ENIG_2006_2007
Extractor eléctrico de olores,10373,Salidas,False,DANE_ENIG_2006_2007
"Otros aparatos eléctricos para el hogar: teteras eléctricas, máquina para helados, hornos tostadores",5802,Salidas,True,DANE_ENIG_2006_2007
Repuestos para aparatos domésticos,3951,Salidas,True,DANE_ENIG_2006_2007
Reparación de aparatos y utensilios domésticos,5382,Salidas,True,DANE_ENIG_2006_2007
"Alquiler de artefactos o aparatos domésticos (lavadoras, computadores, etc)",5126,Salidas,True,DANE_ENIG_2006_2007
"Vajilla completa, juego de té o café y otros juegos completos (vaso, jarra, copas)",4875,Salidas,True,DANE_ENIG_2006_2007
"Platos, pocillos, tazas, Mugs",5356,Salidas,True,DANE_ENIG_2006_2007
"Vasos, copas, jarras",3958,Salidas,True,DANE_ENIG_2006_2007
"Bandejas, ensaladeras, soperas, dulceras",4913,Salidas,True,DANE_ENIG_2006_2007
Refractarias,8033,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de cristalería y vajilla,14331,Salidas,False,DANE_ENIG_2006_2007
Juego completo de cubiertos de mesa y cocina,9586,Salidas,True,DANE_ENIG_2006_2007
"Cucharas, cucharitas, tenedores, cuchillos, cucharones, tijeras de cocina",3737,Salidas,True,DANE_ENIG_2006_2007
"Ollas, cacerolas, cazuelas y sartenes de aluminio, esmaltadas y de teflón",17785,Salidas,False,DANE_ENIG_2006_2007
Ollas a presión,27420,Salidas,False,DANE_ENIG_2006_2007
Planchas para asar y parrillas,9060,Salidas,True,DANE_ENIG_2006_2007
"Molinillos, coladeras, coladores, pinzas para hielo, abrelatas y sacacorchos manuales, piedras de af",1826,Salidas,True,DANE_ENIG_2006_2007
Cafeteras no eléctricas,14263,Salidas,False,DANE_ENIG_2006_2007
"Molinos, ralladores, picadoras manuales y exprimidores de jugo",7053,Salidas,True,DANE_ENIG_2006_2007
"Corta huevos, pela papas, rebanador de quesos, cortador de pizza",2701,Salidas,True,DANE_ENIG_2006_2007
"Tablas para picar, morteros y mazos, escurridorres de aceite",2825,Salidas,True,DANE_ENIG_2006_2007
Servilleteros,2873,Salidas,True,DANE_ENIG_2006_2007
Termos,5669,Salidas,True,DANE_ENIG_2006_2007
"Reverberos, cocinas de alcohol y cocinetas",19613,Salidas,False,DANE_ENIG_2006_2007
Esterilizadores o calentadores de teteros,13681,Salidas,False,DANE_ENIG_2006_2007
Biberones o teteros,3792,Salidas,True,DANE_ENIG_2006_2007
Mesa de planchar,10997,Salidas,False,DANE_ENIG_2006_2007
Planchas no eléctricas,12448,Salidas,False,DANE_ENIG_2006_2007
"Ceniceros, floreros",6196,Salidas,True,DANE_ENIG_2006_2007
"Platones, baldes y poncheras",3934,Salidas,True,DANE_ENIG_2006_2007
Canecas y papeleras para la basura,5869,Salidas,True,DANE_ENIG_2006_2007
Cestas y recipientes para la ropa,8705,Salidas,True,DANE_ENIG_2006_2007
"Vacinillas, micas o patos médicos",2240,Salidas,True,DANE_ENIG_2006_2007
"Reparación de cristalería, vajilla y utensilios del hogar",8403,Salidas,True,DANE_ENIG_2006_2007
"Taladros, soldadoras, sierras, pulidoras y cizallas eléctricas",7397,Salidas,True,DANE_ENIG_2006_2007
"Podadoras, cortadoras de césped y guadañadoras eléctricas o motorizadas y tractores eléctricos para ",51678,Salidas,False,DANE_ENIG_2006_2007
Compra e instalación de bombas eléctricas de agua,14446,Salidas,False,DANE_ENIG_2006_2007
Otras herramientas y equipos eléctricos grandes,17243,Salidas,False,DANE_ENIG_2006_2007
Reparación de herramientas y equipos grandes,11955,Salidas,False,DANE_ENIG_2006_2007
Alquiler de maquinaria y equipo grande,18647,Salidas,False,DANE_ENIG_2006_2007
"Hombresolos, alicates, tenazas, martillos, destornilladores, punzones, serruchos, limas para herrami",13468,Salidas,False,DANE_ENIG_2006_2007
"Llaves de tuercas, llaves inglesas, llaves bristol.",1968,Salidas,True,DANE_ENIG_2006_2007
"Cintas métricas: Metro, Decámetro, niveles, etc.",707,Salidas,True,DANE_ENIG_2006_2007
"Otras herramientas del hogar: Tijeras para ropa, escaleras, etc.",1781,Salidas,True,DANE_ENIG_2006_2007
"Herramientas de jardín: Carretillas, mangueras, palas, azadones, estacas, etc.",2747,Salidas,True,DANE_ENIG_2006_2007
"Bombillos incandescentes, tubos fluorescentes, larga vida, halógenos y de neón",5492,Salidas,True,DANE_ENIG_2006_2007
"Enchufes, interruptores, dimmers, cables eléctricos, rosetas, cinta aislante, timbres, alarmas",27240,Salidas,False,DANE_ENIG_2006_2007
Pilas no recargables para uso general,3997,Salidas,True,DANE_ENIG_2006_2007
"Linternas, lámparas de mano, estabilizadores y timers, baterías o pilas recargables",7990,Salidas,True,DANE_ENIG_2006_2007
Otros accesorios eléctricos pequeños,10336,Salidas,False,DANE_ENIG_2006_2007
"Accesorios para puertas: Bisagras, manijas, cerraduras, candados, etc.",5660,Salidas,True,DANE_ENIG_2006_2007
"Otros artículos de metal para el hogar: Rieles, varillas, ganchos para cortina, etc.",1642,Salidas,True,DANE_ENIG_2006_2007
Reparación de herramientas pequeñas y accesorios diversos del hogar y del jardín,921,Salidas,True,DANE_ENIG_2006_2007
Jabón en barra para lavar ropa,3418,Salidas,True,DANE_ENIG_2006_2007
Jabón de cocina,2800,Salidas,True,DANE_ENIG_2006_2007
Jabón para lavadora,9032,Salidas,True,DANE_ENIG_2006_2007
Detergente en polvo,4662,Salidas,True,DANE_ENIG_2006_2007
Detergente líquido,4424,Salidas,True,DANE_ENIG_2006_2007
Blanqueadores,2411,Salidas,True,DANE_ENIG_2006_2007
Suavizantes,4486,Salidas,True,DANE_ENIG_2006_2007
"Quitamanchas, polvo limpiador y shampoo para alfombras",5316,Salidas,True,DANE_ENIG_2006_2007
"Líquidos y desinfectantes para limpiar muebles, vidrios, hornos, estufas, paredes, baños, pisos",4178,Salidas,True,DANE_ENIG_2006_2007
Desodorantes ambientales y ambientadores,5048,Salidas,True,DANE_ENIG_2006_2007
Cera para pisos,4144,Salidas,True,DANE_ENIG_2006_2007
Insecticidas y fungicidas,6100,Salidas,True,DANE_ENIG_2006_2007
"Otros productos de limpieza y mantenimiento: almidones para camisas, alcanfor, naftalina, disolvente",4161,Salidas,True,DANE_ENIG_2006_2007
"Escobas, recogedores de basura, escobillas, plumeros limpiapolvos, trapeadores y cepillos para: pare",5553,Salidas,True,DANE_ENIG_2006_2007
Guantes de caucho,3176,Salidas,True,DANE_ENIG_2006_2007
"Esponjas, esponjillas y estropajos",1599,Salidas,True,DANE_ENIG_2006_2007
"Limpiones, cogeollas, trapos para limpiar, paños de cocina, bayetillas y dulceabrigos",3939,Salidas,True,DANE_ENIG_2006_2007
Otros elementos de aseo,17734,Salidas,False,DANE_ENIG_2006_2007
"Cuerdas, cordeles, tendederos y pinzas para ropa, cintas adhesivas y pegamentos",3663,Salidas,True,DANE_ENIG_2006_2007
"Agujas (para coser, tejer), alfileres",1230,Salidas,True,DANE_ENIG_2006_2007
"Tijeras para costura, abreojales, desbaratadores, dedales",2174,Salidas,True,DANE_ENIG_2006_2007
Mechas para lámparas,384,Salidas,True,DANE_ENIG_2006_2007
Fósforos y encendedores desechables,1085,Salidas,True,DANE_ENIG_2006_2007
"Betún, pomadas y tintes para calzado",2746,Salidas,True,DANE_ENIG_2006_2007
"Barnices, lacas y tintes para accesorios del hogar.",9962,Salidas,True,DANE_ENIG_2006_2007
Anilinas y tintes para prendas de vestir,1713,Salidas,True,DANE_ENIG_2006_2007
"Artículos de ferretería: Puntillas, clavos, tornillos, tuercas, brocas, brochas, pinceles, lijas y o",5987,Salidas,True,DANE_ENIG_2006_2007
"Papel de aluminio, papel parafinado, moldes de aluminio, vinilpel, filtros de papel para cafetera",3948,Salidas,True,DANE_ENIG_2006_2007
Rollos de papel para cocina,4900,Salidas,True,DANE_ENIG_2006_2007
"Productos desechables: servilletas, manteles, platos, vasos, cubiertos, palillos",2367,Salidas,True,DANE_ENIG_2006_2007
"Otros productos desechables: pitillos, palos de pincho, etc.",2527,Salidas,True,DANE_ENIG_2006_2007
Bolsas plásticas para basura y para aspiradora,1832,Salidas,True,DANE_ENIG_2006_2007
Empleada interna,223652,Salidas,False,DANE_ENIG_2006_2007
Empleada de por días (permanente o temporal),120348,Salidas,False,DANE_ENIG_2006_2007
"Amas de llaves, institutrices, tutores, mayordomos, choferes, jardineros, celadores, niñeras dentro ",146341,Salidas,False,DANE_ENIG_2006_2007
Limpieza de ventanas,2685,Salidas,True,DANE_ENIG_2006_2007
Desinfección y fumigación del hogar,2288,Salidas,True,DANE_ENIG_2006_2007
"Lavado y limpieza de ropa del hogar: cubrelechos, cobijas, cortinas, tejidos del hogar, etc.",3568,Salidas,True,DANE_ENIG_2006_2007
Lavado de alfombras,5670,Salidas,True,DANE_ENIG_2006_2007
Servicio de tintorería y teñido de ropa del hogar,1053,Salidas,True,DANE_ENIG_2006_2007
"Analgésicos: mejoral, aspirina, focus, dólex, asawín, advil, etc",5219,Fijos,False,DANE_ENIG_2006_2007
"Antiácidos: alkaseltser, sal de frutas, mylanta, pepsamar, etc.",4652,Fijos,False,DANE_ENIG_2006_2007
Antibióticos,18835,Fijos,False,DANE_ENIG_2006_2007
Medicamentos antialérgicos (antihistamínicos): loratadina,12480,Fijos,False,DANE_ENIG_2006_2007
"Antigripales: desenfriol, dristán, etc.",5245,Fijos,False,DANE_ENIG_2006_2007
"Antiparasitario, antiamibiásicos, purgantes, laxantes",11074,Fijos,False,DANE_ENIG_2006_2007
Antiartríticos y antirreumáticos,27748,Fijos,False,DANE_ENIG_2006_2007
Antidiabéticos,37846,Fijos,False,DANE_ENIG_2006_2007
"Antiespasmódicos, antidiarréicos",8156,Fijos,False,DANE_ENIG_2006_2007
Antiinflamatorios,13786,Fijos,False,DANE_ENIG_2006_2007
"Cardiovasculares, medicamentos para la tensión arterial: Artensol, Aldomet, Captopril, etc.",28327,Fijos,False,DANE_ENIG_2006_2007
"Desinfectantes: alcohol, menticol, yodo, merthiolate, mercurio cromo, agua oxigenada, árnica, isodin",4201,Fijos,False,DANE_ENIG_2006_2007
"Suero oral, fisiológico, etc.",8236,Fijos,False,DANE_ENIG_2006_2007
Vacunas,7443,Fijos,False,DANE_ENIG_2006_2007
"Vitaminas, reconstituyentes, calcio y otros minerales",31775,Fijos,False,DANE_ENIG_2006_2007
Aceite de hígado de bacalao,16297,Fijos,False,DANE_ENIG_2006_2007
"Productos formulados para uso dermatológico: Lociones, cremas, pomadas, unguento",54771,Fijos,False,DANE_ENIG_2006_2007
"Gotas para oidos, ojos y naríz",18464,Fijos,False,DANE_ENIG_2006_2007
"Anticonceptivos orales (píldoras), óvulos, inyecciones, cremas anticonceptivas y parches",16176,Fijos,False,DANE_ENIG_2006_2007
Medicamentos homeopáticos y bioenergéticos,55029,Fijos,False,DANE_ENIG_2006_2007
"Otras drogas sueltas: anestésicos, enzimas y sales biliares, diuréticos orales e inyectables y otros",29341,Fijos,False,DANE_ENIG_2006_2007
Fórmula médica completa,82673,Fijos,False,DANE_ENIG_2006_2007
Termómetros clínicos,4788,Fijos,False,DANE_ENIG_2006_2007
"Jeringas, agujas hipodérmicas",2592,Fijos,False,DANE_ENIG_2006_2007
"Esparadrapo, vendas, gasas, curitas.",5111,Fijos,False,DANE_ENIG_2006_2007
Botiquines de primeros auxilios,4147,Fijos,False,DANE_ENIG_2006_2007
Dispositivo de pruebas de embarazo,8260,Fijos,False,DANE_ENIG_2006_2007
"Otros implementos médicos: bolsas de agua caliente, bolsas de hielo, etc",6935,Fijos,False,DANE_ENIG_2006_2007
Dispositivos intrauterinos y otros anticonceptivos,11492,Fijos,False,DANE_ENIG_2006_2007
Preservativos (condones),10697,Fijos,False,DANE_ENIG_2006_2007
"Anteojos, gafas o lentes de contacto formulados",11058,Fijos,False,DANE_ENIG_2006_2007
"Sillas de ruedas, camas y colchones especiales (de hospital para uso en el hogar",21116,Fijos,False,DANE_ENIG_2006_2007
Muletas y bastones ortopédicos,4216,Fijos,False,DANE_ENIG_2006_2007
Zapatos ortopédicos,10859,Fijos,False,DANE_ENIG_2006_2007
"Soportes de cuello, bragueros, fajas quirúrgicas, medias elásticas para traumatología; soportes para",4494,Fijos,False,DANE_ENIG_2006_2007
Equipo para masajes médicos,7558,Fijos,False,DANE_ENIG_2006_2007
"Prótesis (miembros artificiales), dentaduras postizas",54405,Fijos,False,DANE_ENIG_2006_2007
"Otros aparatos ortopédicos: ojos de cristal, audífonos ortopédicos",11253,Fijos,False,DANE_ENIG_2006_2007
"Tensiómetros (eléctricos, manuales y de otro tipo), estetoscopios, glucómetros",8342,Fijos,False,DANE_ENIG_2006_2007
Reparación de artefactos y equipos terapéuticos,1348,Fijos,False,DANE_ENIG_2006_2007
Consulta médica general con médico particular,11434,Fijos,False,DANE_ENIG_2006_2007
"Consulta médica con especialista particular: pediatría, oftalmología, ginecología, siquiatría, traum",29288,Fijos,False,DANE_ENIG_2006_2007
Servicios de especialistas en ortodoncia,57681,Fijos,False,DANE_ENIG_2006_2007
"Consulta particular con médicos homeópatas, bioenérgeticos y otros no tradicional",21544,Fijos,False,DANE_ENIG_2006_2007
"Servicios odontológicos con odontólogos particulares: consultas, profilaxis, exodoncias (extracción)",52939,Fijos,False,DANE_ENIG_2006_2007
"Servicios para particulares en centros de rayos X: radiografías (incluyendo las dentales), urografía",18834,Fijos,False,DANE_ENIG_2006_2007
"Exámenes de laboratorio para particulares: de sangre, bacteriológicos, serología, etc.",16674,Fijos,False,DANE_ENIG_2006_2007
"Servicios independientes de: acupunturistas, fonoaudiólogos, fisioterapeutas",30381,Fijos,False,DANE_ENIG_2006_2007
Terapia de gimnasia correctiva recetada por médicos,25383,Fijos,False,DANE_ENIG_2006_2007
Baños termales o tratamientos con agua de mar,4047,Fijos,False,DANE_ENIG_2006_2007
"Servicios de enfermería y maternidad en el hogar (partera, comadrona, enfermera privada)",63816,Fijos,False,DANE_ENIG_2006_2007
"Consulta con teguas, empíricos, curanderos, yerbateros, comadronas, etc",5761,Fijos,False,DANE_ENIG_2006_2007
Otros servicios extrahospitalarios: Alquiler de equipo terapéutico,6647,Fijos,False,DANE_ENIG_2006_2007
"Cuotas moderadoras EPS, ARS (medicina, odontología, especialistas, medicamentos, examenes, etc.",11204,Fijos,False,DANE_ENIG_2006_2007
"Bonos de medicina prepagada o pago en efectivo por consultas, odontología, medicamentos, examenes, e",51446,Fijos,False,DANE_ENIG_2006_2007
"Servicios básicos hospitalarios para pacientes particulares internos: alojamiento, alimentación, tra",29987,Fijos,False,DANE_ENIG_2006_2007
"Servicios médicos hospitalarios para particulares: atención de médicos (generales y especialistas), ",23985,Fijos,False,DANE_ENIG_2006_2007
"Servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc.",18994,Fijos,False,DANE_ENIG_2006_2007
Copagos (Pago adicional por hospitalizaciones o cirugias de beneficiarios de EPS),9827,Fijos,False,DANE_ENIG_2006_2007
Compra de vehículos nuevos para uso particular (incluye pagos por nacionalización y otros pagos),1439254,Salidas,False,DANE_ENIG_2006_2007
Compra de vehículos usados para uso particular (incluye pagos por nacionalización y otros pagos),832440,Salidas,False,DANE_ENIG_2006_2007
Gastos de matrículas para vehículo nuevo y de traspaso para vehículos usados,36110,Salidas,False,DANE_ENIG_2006_2007
Compra de motocicletas y bicicletas con motor nuevas o usadas,212481,Salidas,False,DANE_ENIG_2006_2007
Gastos de matrículas o traspaso de motocicletas o bicicletas con motor,9033,Salidas,True,DANE_ENIG_2006_2007
Compra de bicicletas nuevas o usadas,18095,Salidas,False,DANE_ENIG_2006_2007
Animales y vehículos de tracción animal para transporte de personas del hogar,2426,Salidas,True,DANE_ENIG_2006_2007
"Llantas y neumáticos, rines para vehículo",24040,Salidas,False,DANE_ENIG_2006_2007
Motores para vehículo,63858,Salidas,False,DANE_ENIG_2006_2007
"Bujías, inyectores, filtros, amortiguadores, baterías, carburadores, distribuidores de corriente, vi",32761,Salidas,False,DANE_ENIG_2006_2007
"Productos para la limpieza y conservación del vehículo: pintura, limpiadores, shampoo, ceras, ambien",19269,Salidas,False,DANE_ENIG_2006_2007
"Productos y accesorios para carrocería: Pijamas, tapetes, barras de seguridad, ceniceros, etc.",12175,Salidas,False,DANE_ENIG_2006_2007
Herramientas para vehículos de transporte personal,4545,Salidas,True,DANE_ENIG_2006_2007
"Piezas para bicicleta: Llantas, neumáticos, rines, manzanas, cadenas, cambios, piñones, guallas, sil",30305,Salidas,False,DANE_ENIG_2006_2007
Gasolina corriente y extra,188849,Salidas,False,DANE_ENIG_2006_2007
Gas vehicular,244180,Salidas,False,DANE_ENIG_2006_2007
Combustible diesel,255429,Salidas,False,DANE_ENIG_2006_2007
"Aditivos, valvulinas, líquido para frenos, refrigerantes, etc.",10826,Salidas,False,DANE_ENIG_2006_2007
"Mantenimiento y reparaciones efectuadas en el taller: engrase, sincronización, revisiones técnicas, ",86994,Salidas,False,DANE_ENIG_2006_2007
Compra y cambio de aceite,15501,Salidas,False,DANE_ENIG_2006_2007
Servicios de latonería y pintura,37520,Salidas,False,DANE_ENIG_2006_2007
Cuotas a clubes o compañías de servicos especiales para el vehículo,22520,Salidas,False,DANE_ENIG_2006_2007
Pago mensual de parqueadero,42813,Salidas,False,DANE_ENIG_2006_2007
Pago de parqueadero o parquímetro por horas o días,43680,Salidas,False,DANE_ENIG_2006_2007
Peajes,51213,Salidas,False,DANE_ENIG_2006_2007
Gastos en licencias y clases de conducción,15567,Salidas,False,DANE_ENIG_2006_2007
Comparendos y multas por infracciones,90111,Salidas,False,DANE_ENIG_2006_2007
Certificado de gases y otras revisiones ordenadas por ley,3879,Salidas,True,DANE_ENIG_2006_2007
Alquiler de vehículos sin conductor,27631,Salidas,False,DANE_ENIG_2006_2007
Pasaje en tren,36546,Salidas,False,DANE_ENIG_2006_2007
Pasaje en metro,63235,Salidas,False,DANE_ENIG_2006_2007
"Pasaje en bus, buseta y colectivo",80778,Salidas,False,DANE_ENIG_2006_2007
"Pasaje en Transmilenio, MIO, etc",64868,Salidas,False,DANE_ENIG_2006_2007
Taxi urbano,85223,Salidas,False,DANE_ENIG_2006_2007
"Otros transporte urbano: servicio pirata, bicitaxi, mototaxi, funicular, telesfésrico, etc.",40223,Salidas,False,DANE_ENIG_2006_2007
"Pasaje intermunicipal en bus, buseta, colectivo, taxi, aero vans, chiva, campero, etc.",55729,Salidas,False,DANE_ENIG_2006_2007
Pasaje en transporte internacional terrestre,46058,Salidas,False,DANE_ENIG_2006_2007
Transporte de equipajes por vía terrestre,88305,Salidas,False,DANE_ENIG_2006_2007
Alquiler de vehículo con conductor,604987,Salidas,False,DANE_ENIG_2006_2007
Otro tipo de transporte intermunicipal,69153,Salidas,False,DANE_ENIG_2006_2007
Pasaje en transporte interveredal y a ciudades dormitorio,116820,Salidas,False,DANE_ENIG_2006_2007
Transporte escolar prestado por el colegio (con buses propios o con empresa contratada),92026,Salidas,False,DANE_ENIG_2006_2007
Transporte escolar particular contratado por los padres,75579,Salidas,False,DANE_ENIG_2006_2007
Transporte de pasajeros y equipaje en avión (incluye pagos por exceso de equipaje),1171804,Salidas,False,DANE_ENIG_2006_2007
Transporte de pasajeros y equipajes en helicóptero,4453,Salidas,True,DANE_ENIG_2006_2007
"Transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. En buque, navío, aerodeslizado",49549,Salidas,False,DANE_ENIG_2006_2007
"Transporte de pasajeros y equipajes por mar, rios, caños, lagos, etc. En ferry, planchon, canoa y la",63093,Salidas,False,DANE_ENIG_2006_2007
Gastos por dos o más medios de transporte cuando el gasto no se puede discriminar,73102,Salidas,False,DANE_ENIG_2006_2007
Servicios de remoción de escombros,10635,Salidas,False,DANE_ENIG_2006_2007
Servicios de almacenamiento y depósito de equipaje,795,Salidas,True,DANE_ENIG_2006_2007
Servicio de trasteos y mudanzas,8020,Salidas,True,DANE_ENIG_2006_2007
"Envío de cartas, correspondencia, paquetes o encomiendas por correo (incluye compra de postales con ",21163,Susc.,False,DANE_ENIG_2006_2007
Pago por servicio de envío de giros postales,31015,Susc.,False,DANE_ENIG_2006_2007
Apartado Aéreo,1625,Susc.,False,DANE_ENIG_2006_2007
Compra de teléfonos fijos y accesorios,5631,Susc.,False,DANE_ENIG_2006_2007
Compra de fax,9484,Susc.,False,DANE_ENIG_2006_2007
"Reparación de teléfonos fijos, de fax y de accesorios",1925,Susc.,False,DANE_ENIG_2006_2007
Compra de celular y accesorios,17758,Susc.,False,DANE_ENIG_2006_2007
"Compra de radioteléfono, bepper, Avantel y accesorios",6225,Susc.,False,DANE_ENIG_2006_2007
"Servicios telegráficos: Telegramas, telex y fax",3997,Susc.,False,DANE_ENIG_2006_2007
"Llamadas locales desde teléfonos públicos, cabinas telefónicas y monederos",14580,Susc.,False,DANE_ENIG_2006_2007
"Llamadas de larga distancia nacional o internacional desde teléfonos públicos, cabinas telefónicas, ",14354,Susc.,False,DANE_ENIG_2006_2007
Pago de llamadas por minuto desde celular en la calle a cualquier destino,16845,Susc.,False,DANE_ENIG_2006_2007
Teléfono residencial (local y larga distancia),38669,Susc.,False,DANE_ENIG_2006_2007
Instalación y reconexión de línea telefónica residencial,7520,Susc.,False,DANE_ENIG_2006_2007
Pago de servicio de telefono celular postpago,95865,Susc.,False,DANE_ENIG_2006_2007
Activación y reactivación de teléfono celular,3938,Susc.,False,DANE_ENIG_2006_2007
Pago por servicio de beeper o Avantel,11619,Susc.,False,DANE_ENIG_2006_2007
"Pago por suscripción a internet (banda ancha, acceso telefónico, acceso inalámbrico, etc.)",4552,Susc.,False,DANE_ENIG_2006_2007
Pago de internet según demanda o por tiempo de uso,22389,Susc.,False,DANE_ENIG_2006_2007
Pago por servicio de Internet según plan,61421,Susc.,False,DANE_ENIG_2006_2007
Servicios de café internet,16307,Susc.,False,DANE_ENIG_2006_2007
Pago por descargas de internet y suscripción a páginas web,30574,Susc.,False,DANE_ENIG_2006_2007
Tarjetas prepago para celular,22559,Susc.,False,DANE_ENIG_2006_2007
"Otras tarjetas prepago: local, larga distancia, internet, etc.",17231,Susc.,False,DANE_ENIG_2006_2007
"Equipos de sonido, radiolas y tocadiscos",37438,Salidas,False,DANE_ENIG_2006_2007
Reproductores de CD,12203,Salidas,False,DANE_ENIG_2006_2007
"Radio, radioreloj, grabadoras, radiograbadora",9066,Salidas,True,DANE_ENIG_2006_2007
"Walkman, diskman",17986,Salidas,False,DANE_ENIG_2006_2007
"Radio o equipo de sonido para vehículos (casetera, CD y MP3)",32205,Salidas,False,DANE_ENIG_2006_2007
"Amplificadores de sonido, altavoces, equalizadores, bafles, micrófonos, audífonos, sintonizadores, a",43061,Salidas,False,DANE_ENIG_2006_2007
"Otros equipos para la recepción, grabación y reproducción de sonido",31817,Salidas,False,DANE_ENIG_2006_2007
Televisor blanco y negro,13022,Salidas,False,DANE_ENIG_2006_2007
Televisor a color convencional,33696,Salidas,False,DANE_ENIG_2006_2007
Televisor de plasma o pantalla crsital liquido (LCD),102759,Salidas,False,DANE_ENIG_2006_2007
Antenas de televisión,2943,Salidas,True,DANE_ENIG_2006_2007
VHS,10689,Salidas,False,DANE_ENIG_2006_2007
DVD,11469,Salidas,False,DANE_ENIG_2006_2007
Teatro en casa,15852,Salidas,False,DANE_ENIG_2006_2007
Cámaras fotográficas,31254,Salidas,False,DANE_ENIG_2006_2007
Proyectores de diapositivas,266667,Salidas,False,DANE_ENIG_2006_2007
"Accesorios de fotografía: Flash, lentes, medidores de luz, filtros, trípodes, equipo para revelado, ",7251,Salidas,True,DANE_ENIG_2006_2007
