descripcion,monto,categoria,es_gasto_hormiga
malta en la tienda,3500,Salidas,True
buñuelo la tarde,1217,Salidas,True
queso campesino del mes,12021,Salidas,False
tinto antes de almuerzo,1277,Salidas,True
pension colegio mayo,350000,Fijos,False
sueldo part time,750000,Ingresos,False
onces miércoles,12978,Salidas,True
seguro vida abril,120000,Fijos,False
adornos navideños,105308,Salidas,False
aceite del carro,35000,Fijos,False
metro de las de mediodía,3784,Salidas,True
airpods,860449,Salidas,False
picada en el bar,85000,Salidas,True
arriendos recibidos octubre,1200000,Ingresos,False
vajilla,178574,Salidas,False
jeans en arturo calle,291801,Salidas,False
olla a presión para el trabajo,220314,Salidas,False
dulces tienda martes,2829,Salidas,True
recibo gas noviembre,53777,Fijos,False
ingreso plataforma digital mayo,200000,Ingresos,False
quincena junio,2500000,Ingresos,False
rappi prime octubre,9900,Susc.,True
regalo papa noel niños,250000,Salidas,False
hotel san andres,2500000,Salidas,False
comision diciembre,1000000,Ingresos,False
playstation plus octubre,19900,Susc.,False
tiquete flota cali bogota semanal,107803,Salidas,False
dulces en la tienda,2000,Salidas,True
tinto del medio día,2343,Salidas,True
almuerzo miércoles,20640,Salidas,True
ingreso uber driver abril,800000,Ingresos,False
almojabana con tinto,3000,Salidas,True
smart tv samsung,1500000,Salidas,False
pension universidad enero,1200000,Fijos,False
hbo max mayo,35900,Susc.,False
payaso para la fiesta,174447,Salidas,False
ingreso plataforma digital diciembre,200000,Ingresos,False
pandebono semana,4137,Salidas,True
curso udemy,58980,Salidas,False
mecato del medio día,4765,Salidas,True
devolución iva diciembre,250000,Ingresos,False
domicilio glovo sushi,45517,Salidas,True
bono productividad marzo,1000000,Ingresos,False
rappi prime diciembre,14900,Susc.,True
propina domicilio,4178,Salidas,True
cuota hipoteca banco de bogotá,600000,Fijos,False
venta mercado libre mayo,100000,Ingresos,False
onces de los niños,8000,Salidas,True
ancheta navideña,155660,Salidas,False
subsidio gobierno junio,200000,Ingresos,False
taxi al el gym,21673,Salidas,True
almohada nueva,65000,Salidas,False
pago pse servicios,95000,Fijos,False
parqueadero juan valdez,8874,Salidas,True
cuota crédito vivienda,1100000,Fijos,False
tv cable une,65000,Fijos,False
aporte pensión octubre,250000,Fijos,False
tenis nike de hoy,414471,Salidas,False
aporte pensión diciembre,250000,Fijos,False
escoba y trapero,36303,Salidas,False
audifonos davivienda,65000,Salidas,True
rifa ganada,100000,Ingresos,False
aguardiente antioqueño,45000,Salidas,True
asado con amigos,278663,Salidas,False
taxi al el éxito,20871,Salidas,True
recibo gas julio,103778,Fijos,False
camarones al ajillo,65000,Salidas,False
morral para el colegio,150690,Salidas,False
nomina enero,1400000,Ingresos,False
mercado en d1 mensual,254154,Salidas,False
arepa con mantequilla,6346,Salidas,True
vpn estudiante mensual,19900,Susc.,True
cuota hipoteca davivienda,800000,Fijos,False
cuota crédito banco de bogotá,900000,Fijos,False
pension universidad octubre,900000,Fijos,False
netflix estudiante junio,17900,Susc.,False
papas salchipapa martes,5488,Salidas,True
suscripcion audible,29900,Susc.,True
indriver al el aeropuerto,11541,Salidas,True
sueldo part time junio,600000,Ingresos,False
comida en la cafeteria del trabajo,8000,Salidas,True
indriver al el banco,14955,Salidas,True
internet claro junio,89900,Fijos,False
escoba y trapero,36661,Salidas,False
lavado en lavanderí a,30421,Salidas,False
seguro soat diciembre,75000,Fijos,False
asado con amigos,280389,Salidas,False
lengua en salsa,37919,Salidas,False
regalo quince años,227978,Salidas,False
vpn nordvpn mensual,25000,Susc.,True
shampoo pantene,25000,Salidas,True
uber desde el banco,10141,Salidas,True
honorarios abogado mes,3500000,Ingresos,False
cerveza pilsen con parce,10237,Salidas,True
recibo gas diciembre,109802,Fijos,False
rappi prime abril,9900,Susc.,True
prime video abril,17900,Susc.,False
alka seltzer,7000,Salidas,True
pasaje bus intermunicipal,73884,Salidas,False
pension colegio marzo,350000,Fijos,False
recibo luz abril,154745,Fijos,False
gym smart fit marzo,150000,Susc.,False
microsoft 365 personal,42900,Susc.,False
icloud 2000gb abril,35900,Susc.,True
recibo acueducto octubre,86410,Fijos,False
ingreso plataforma digital febrero,300000,Ingresos,False
nevera nueva,2549398,Salidas,False
cuota crédito bancolombia,750000,Fijos,False
raspa y gana,8813,Salidas,True
tenis adidas,340043,Salidas,False
pago eps octubre,145000,Fijos,False
comision enero,1000000,Ingresos,False
administración apartamento,180000,Fijos,False
lonchera del niño jueves,8802,Salidas,True
pago eps febrero,100000,Fijos,False
bono productividad junio,700000,Ingresos,False
tomate semanal,14517,Salidas,False
ancheta empresarial,351292,Salidas,False
aporte pensión mayo,295000,Fijos,False
cerveza club colombia con parce,10613,Salidas,True
beca universitaria,500000,Ingresos,False
seguro vida enero,85000,Fijos,False
clases de ingles mensual,250000,Susc.,False
pension universidad julio,2500000,Fijos,False
vpn duo mensual,19900,Susc.,True
colonia en la tienda,150000,Salidas,False
verduras en la plaza mensual,90205,Salidas,False
gaseosa de pipián,3110,Salidas,True
regalo cumpleaños,80000,Salidas,False
mesada universitaria agosto,400000,Ingresos,False
tragos semana,92406,Salidas,True
nomina enero,3500000,Ingresos,False
huevos por cubeta,12177,Salidas,False
netflix familia diciembre,29900,Susc.,False
hayaca de maiz,15000,Salidas,True
cerveza águila con parce,6422,Salidas,True
toallas baño,65329,Salidas,False
subsidio gobierno agosto,400000,Ingresos,False
uber desde el gym,19845,Salidas,True
tamal de pipian,18000,Salidas,True
administración edificio septiembre,150000,Fijos,False
devolución iva octubre,250000,Ingresos,False
subsidio gobierno septiembre,400000,Ingresos,False
detergente fab,22000,Salidas,True
morral para el colegio,174343,Salidas,False
cena miércoles,20864,Salidas,True
disney plus febrero,17900,Susc.,False
administración edificio octubre,200000,Fijos,False
queso campesino,13145,Salidas,False
youtube premium febrero,14900,Susc.,False
maquina de afeitar de hoy,148911,Salidas,False
recarga sube bogota,50000,Salidas,True
pension colegio enero,350000,Fijos,False
tragos martes,56309,Salidas,True
subsidio gobierno noviembre,150000,Ingresos,False
spotify duo marzo,17900,Susc.,True
beca estudio diciembre,500000,Ingresos,False
carne de res kilos para el trabajo,61762,Salidas,False
tarjeta regalo falabella,95153,Salidas,False
nomina junio,1200000,Ingresos,False
cuota tarjeta nequi,400000,Fijos,False
arepa con huevo,4834,Salidas,True
cuota hipotecaria bancolombia,980000,Fijos,False
gym el gym septiembre,100000,Susc.,False
ingreso plataforma digital marzo,500000,Ingresos,False
parqueadero starbucks,13171,Salidas,True
recibo gas agosto,75873,Fijos,False
regalo cumpleaños,92254,Salidas,False
nomina marzo,1200000,Ingresos,False
canva pro septiembre,65000,Susc.,True
suscripcion app octubre,19900,Susc.,True
microsoft 365 junio,42900,Susc.,False
sueldo part time enero,1000000,Ingresos,False
marrano de navidad,371714,Salidas,False
boleta partido atletico,50000,Salidas,True
tour villa de leyva de hoy,343535,Salidas,False
venta artesanias,300000,Ingresos,False
propina domicilio,3801,Salidas,True
tarjeta regalo falabella,114674,Salidas,False
tragos domingo,45014,Salidas,True
agua panela,3000,Salidas,True
hbo max diciembre,19900,Susc.,False
recarga datos celular,15000,Salidas,True
clases de ingles septiembre,180000,Susc.,False
regalo dia de la madre,146192,Salidas,False
ingreso uber driver octubre,800000,Ingresos,False
internet claro diciembre,89900,Fijos,False
aporte pensión abril,250000,Fijos,False
arroz de mariscos,55000,Salidas,False
tinder gold mensual,45000,Susc.,True
adobe abril,120000,Susc.,False
recibo acueducto septiembre,58613,Fijos,False
youtube premium diciembre,18900,Susc.,False
metro de las de mediodía,3161,Salidas,True
arriendos recibidos febrero,500000,Ingresos,False
colonia en la tienda,133902,Salidas,False
lechona tolimense,44145,Salidas,False
sancocho de gallina,25000,Salidas,False
frijolada antioquena,29840,Salidas,False
picada con los parces,110663,Salidas,True
adornos navideños,120000,Salidas,False
pollo para la semana para el trabajo,26282,Salidas,False
seguro vida octubre,65000,Fijos,False
internet claro enero,79900,Fijos,False
beca estudio mayo,300000,Ingresos,False
beca estudio marzo,600000,Ingresos,False
recarga celular etb,28117,Salidas,True
cuota hipoteca nequi,800000,Fijos,False
papa criolla frita,5000,Salidas,True
recibo luz mayo,115301,Fijos,False
suscripcion app agosto,25000,Susc.,True
ingreso uber driver enero,800000,Ingresos,False
microsoft 365 marzo,35000,Susc.,False
chatgpt plus noviembre,65000,Susc.,True
sobrebarriga guisada,23300,Salidas,False
cuota tarjeta scotiabank,400000,Fijos,False
natilla de navidad,15000,Salidas,True
arepa con huevo,3458,Salidas,True
empanada con aji,2500,Salidas,True
tinto de las 8,2005,Salidas,True
ingreso uber driver diciembre,800000,Ingresos,False
estrato 4 recibo luz,145000,Fijos,False
helado de paleta,3000,Salidas,True
pintura apartamento,450000,Fijos,False
nevera nueva de hoy,1959289,Salidas,False
desayuno domingo,17883,Salidas,True
administración edificio diciembre,200000,Fijos,False
ropa deportiva,180000,Salidas,False
raspa y gana,9286,Salidas,True
pandebono martes,3161,Salidas,True
recarga celular movistar,12801,Salidas,True
aporte pensión febrero,200000,Fijos,False
chance lunes,6723,Salidas,True
blender oster,200232,Salidas,False
blender oster,184591,Salidas,False
pizza dominos,55000,Salidas,False
subsidio gobierno marzo,200000,Ingresos,False
pollo para la semana,27869,Salidas,False
crema de dientes oral b,18000,Salidas,True
mecato la tarde,3736,Salidas,True
entrada discoteca,40000,Salidas,True
revista semana digital,25000,Susc.,True
entrada museo,25000,Salidas,True
papas salchipapa domingo,10748,Salidas,True
visita al pueblo quincenal,293423,Salidas,False
remesas exterior mayo,800000,Ingresos,False
beca estudio octubre,400000,Ingresos,False
freelance marketing,800000,Ingresos,False
tragos miércoles,70001,Salidas,True
lotería lunes,3765,Salidas,True
suscripcion app agosto,19900,Susc.,True
papas salchipapa sábado,9399,Salidas,True
pension universidad septiembre,600000,Fijos,False
almohada nueva,64696,Salidas,False
visita al pueblo,272755,Salidas,False
empanada de pollo,3929,Salidas,True
pensión vejez febrero,900000,Ingresos,False
pitillos papel,5000,Salidas,True
donacion fundacion,50000,Salidas,False
dominio web anual,150000,Fijos,False
seguro soat mayo,75000,Fijos,False
gym smart fit marzo,89900,Susc.,False
tiquete flota cali bogota,120000,Salidas,False
cafe starbucks,18000,Salidas,True
ingreso extra edición,200000,Ingresos,False
onces jueves,5422,Salidas,True
buñuelo antes de almuerzo,2361,Salidas,True
microsoft 365 enero,65000,Susc.,False
carne para el asado,143499,Salidas,False
raspa y gana,9886,Salidas,True
arriendo que recibo,600000,Ingresos,False
aguardiente néctar,40000,Salidas,True
recibo gas septiembre,63449,Fijos,False
comision febrero,300000,Ingresos,False
picada con los parces,96848,Salidas,True
chance domingo,4821,Salidas,True
combo cine,35000,Salidas,True
sueldo part time abril,800000,Ingresos,False
indriver al el parque,18280,Salidas,True
comision febrero,1000000,Ingresos,False
seguro soat enero,65000,Fijos,False
arequipe en el puesto,2000,Salidas,True
subsidio gobierno abril,200000,Ingresos,False
venta mercado libre septiembre,200000,Ingresos,False
sobrebarriga guisada,33056,Salidas,False
bono productividad abril,700000,Ingresos,False
parqueadero del trabajo,120000,Fijos,False
tragos semana,86917,Salidas,True
pension universidad julio,1200000,Fijos,False
indriver al la farmacia,11732,Salidas,True
costos envio mercado libre,12000,Salidas,True
recibo luz agosto,159218,Fijos,False
desayuno viernes,11432,Salidas,True
morral para el colegio semanal,122203,Salidas,False
taxi al el centro,16276,Salidas,True
torta de cumpleaños para el trabajo,93890,Salidas,False
lavanderia mensual,80000,Salidas,False
taxi al la casa,20482,Salidas,True
viaje a cartagena,719163,Salidas,False
psiquiatra consulta,250000,Fijos,False
dulces tienda sábado,3689,Salidas,True
bumble boost mensual,55000,Susc.,True
ingreso plataforma digital diciembre,300000,Ingresos,False
cerveza pilsen con parce,7196,Salidas,True
gaseosa de pipián,4705,Salidas,True
avena de la tienda,1500,Salidas,True
internet wom marzo,49900,Fijos,False
aporte pensión agosto,150000,Fijos,False
propina domicilio,2795,Salidas,True
metro de las noche,3264,Salidas,True
rappi prime abril,17900,Susc.,True
plan celular claro,55000,Fijos,False
nómina febrero,2500000,Ingresos,False
tinto antes de almuerzo,1642,Salidas,True
seguro soat abril,75000,Fijos,False
hotel san andres semanal,2203020,Salidas,False
arriendo diciembre,800000,Fijos,False
vajilla,157431,Salidas,False
propina domicilio,2712,Salidas,True
arriendo enero,1500000,Fijos,False
gym body tech septiembre,70000,Susc.,False
bono colombia mayor,80000,Ingresos,False
suscripcion app julio,19900,Susc.,True
hbo max marzo,19900,Susc.,False
agua en la calle,1500,Salidas,True
sorpresa cumpleaños de hoy,209723,Salidas,False
recibo gas enero,76946,Fijos,False
icloud 2000gb diciembre,35900,Susc.,True
suplementos proteína,180000,Salidas,False
gaseosa en la tienda,3000,Salidas,True
buñuelos navideños,12000,Salidas,True
canva pro diciembre,49900,Susc.,True
administración edificio agosto,120000,Fijos,False
domicilio ifood desayuno,46706,Salidas,True
microsoft 365 julio,65000,Susc.,False
giro familiar,350000,Ingresos,False
remesas exterior mayo,2000000,Ingresos,False
globos y decoración,45584,Salidas,False
mercado en jumbo quincenal,227614,Salidas,False
ingreso extra fotografía,700000,Ingresos,False
picada con los parces,62349,Salidas,True
arbol de navidad,279089,Salidas,False
gaseosa de pollo,4182,Salidas,True
suscripcion app junio,9900,Susc.,True
rosca de reyes,35000,Salidas,False
gaseosa de pollo,4275,Salidas,True
almuerzo sábado,17415,Salidas,True
recibo acueducto junio,74541,Fijos,False
microsoft 365 agosto,65000,Susc.,False
frutas en el mercado,52004,Salidas,False
metro de las de la tarde,3459,Salidas,True
arriendos recibidos noviembre,500000,Ingresos,False
uber a la universidad,8000,Salidas,True
pension colegio octubre,600000,Fijos,False
tinto de mediodía,1120,Salidas,True
papa al por mayor,29586,Salidas,False
domicilio glovo,22000,Salidas,True
comision marzo,700000,Ingresos,False
uber desde el gym,20216,Salidas,True
papas salchipapa semana,10123,Salidas,True
juguetes navidad,298071,Salidas,False
gym el gym mayo,100000,Susc.,False
tintico de la mañana,1500,Salidas,True
anticipo de sueldo,500000,Ingresos,False
regalo baby shower,160713,Salidas,False
seguro vida marzo,85000,Fijos,False
picada con los parces,104409,Salidas,True
hbo max diciembre,35900,Susc.,False
comida mascotas ricocan,28000,Salidas,True
regalo cumpleaños,74705,Salidas,False
chance lunes,4342,Salidas,True
mejoral,6000,Salidas,True
servicio de aseo mensual,200000,Fijos,False
recarga celular tigo,11571,Salidas,True
icloud 200gb octubre,35900,Susc.,True
gansito,1800,Salidas,True
tomate semanal,15000,Salidas,False
ingreso uber driver febrero,2200000,Ingresos,False
cafe en oma,9740,Salidas,True
regalo navidad familia,181222,Salidas,False
mecato del medio día,4979,Salidas,True
mesada universitaria agosto,400000,Ingresos,False
bar con los amigos,65000,Salidas,True
gaseosa de carne,4852,Salidas,True
perfume versace,380000,Salidas,False
materiales universidad,118307,Salidas,False
festival rumba stereo,150000,Salidas,False
aguardiente cristal,38000,Salidas,True
alquiler de sillas y mesas para el trabajo,209568,Salidas,False
seguro soat abril,65000,Fijos,False
propinas del mes,200000,Ingresos,False
regalo san valentín,120000,Salidas,False
plataforma estudio junio,35000,Susc.,False
cuota tarjeta bancolombia,250000,Fijos,False
rappi prime febrero,9900,Susc.,True
almuerzo viernes,19292,Salidas,True
payaso para la fiesta,228745,Salidas,False
seguro soat junio,75000,Fijos,False
chance semana,6154,Salidas,True
lotería domingo,3787,Salidas,True
pension universidad mayo,2500000,Fijos,False
lotería lunes,4291,Salidas,True
pension colegio agosto,600000,Fijos,False
pandebono en el horno,3500,Salidas,True
entrada acuapark,65000,Salidas,True
administración edificio junio,200000,Fijos,False
proteina whey,150000,Salidas,False
transferencia familia julio,300000,Ingresos,False
nevera nueva,2310237,Salidas,False
remesas exterior junio,2000000,Ingresos,False
pension universidad marzo,1200000,Fijos,False
papelería oficina,65000,Salidas,False
rappi prime diciembre,17900,Susc.,True
mesada universitaria,600000,Ingresos,False
ingreso plataforma digital agosto,200000,Ingresos,False
donacion fundacion,49609,Salidas,False
arriendos recibidos abril,700000,Ingresos,False
cafe en juan valdez,6252,Salidas,True
seguro soat junio,75000,Fijos,False
venta mercado libre agosto,300000,Ingresos,False
intereses cuenta de ahorros,15000,Ingresos,False
suscripcion app octubre,25000,Susc.,True
helado de limón,7208,Salidas,True
cuota tarjeta daviplata,250000,Fijos,False
devolución iva octubre,250000,Ingresos,False
asado dominguero para el trabajo,260813,Salidas,False
cuota tarjeta davivienda,250000,Fijos,False
icloud 5gb mayo,3900,Susc.,True
empanada de carne,2433,Salidas,True
dulces tienda semana,1236,Salidas,True
dividendos acciones ecopetrol,180000,Ingresos,False
ingreso plataforma digital octubre,200000,Ingresos,False
viaje a cartagena,830804,Salidas,False
picada con los parces,103214,Salidas,True
freelance diseño,800000,Ingresos,False
picada con los parces,99388,Salidas,True
cuota tarjeta bbva,400000,Fijos,False
protector de pantalla,25000,Salidas,True
pension colegio diciembre,350000,Fijos,False
gym spinning club febrero,70000,Susc.,False
galletas club social,4500,Salidas,True
propina domicilio,4743,Salidas,True
xbox game pass julio,29900,Susc.,False
ingreso plataforma digital abril,300000,Ingresos,False
quincena mayo,2500000,Ingresos,False
subsidio gobierno abril,300000,Ingresos,False
recibo gas noviembre,62723,Fijos,False
pensión vejez noviembre,1200000,Ingresos,False
cena miércoles,19714,Salidas,True
champú perro,32000,Salidas,True
cafe en juan valdez,12724,Salidas,True
gaseosa de carne,4692,Salidas,True
picada con los parces,64400,Salidas,True
pago eps mayo,145000,Fijos,False
cena viernes,16786,Salidas,True
beca estudio octubre,500000,Ingresos,False
libros de texto,77020,Salidas,False
hbo max abril,35900,Susc.,False
aporte pensión agosto,295000,Fijos,False
arepa con huevo,5779,Salidas,True
domicilio rappi cena,35000,Salidas,True
venta mercado libre agosto,500000,Ingresos,False
transferencia familia octubre,300000,Ingresos,False
canva pro diciembre,35000,Susc.,True
ingreso plataforma digital octubre,300000,Ingresos,False
recarga celular wom,20624,Salidas,True
aporte pensión abril,295000,Fijos,False
arriendo del apartamento enero,950000,Fijos,False
pasaje del bus a la iglesia,5000,Salidas,True
uber desde el éxito,9035,Salidas,True
rappi prime diciembre,9900,Susc.,True
gym spinning club febrero,89900,Susc.,False
pensión vejez julio,2000000,Ingresos,False
cuota tarjeta itaú,400000,Fijos,False
internet claro julio,69900,Fijos,False
onces miércoles,10148,Salidas,True
pension universidad julio,2500000,Fijos,False
dolex,8000,Salidas,True
honorarios traducciones julio,800000,Ingresos,False
domicilio rappi desayuno,18000,Salidas,True
tinto de la tarde,1217,Salidas,True
venta mercado libre enero,100000,Ingresos,False
gym spinning club julio,70000,Susc.,False
sudadera para el gym,120000,Salidas,False
ropa en el exito,179648,Salidas,False
antivirus kaspersky,95000,Susc.,False
blender oster,154442,Salidas,False
ancheta empresarial,317745,Salidas,False
mercado en d1 mensual de hoy,264721,Salidas,False
buñuelo con el cafe,1500,Salidas,True
adobe octubre,89000,Susc.,False
canva pro enero,49900,Susc.,True
aporte pensión septiembre,400000,Fijos,False
transferencia familia julio,300000,Ingresos,False
pensión vejez febrero,2000000,Ingresos,False
rappi prime mayo,14900,Susc.,True
cuota hipoteca banco de bogotá,1100000,Fijos,False
remesas exterior diciembre,500000,Ingresos,False
picada con los parces,55118,Salidas,True
netflix y chill,0,Salidas,True
ingreso plataforma digital septiembre,500000,Ingresos,False
rappi prime noviembre,14900,Susc.,True
plan celular movistar,55000,Fijos,False
cuota crédito davivienda,400000,Fijos,False
empanada de verduras,3263,Salidas,True
nomina noviembre,3500000,Ingresos,False
credito ahorro a la mano,200000,Fijos,False
domicilio uber eats pollo,25164,Salidas,True
cuota tarjeta davivienda,400000,Fijos,False
chatgpt plus mayo,55000,Susc.,True
suscripcion app enero,35000,Susc.,True
pollo para la semana,29136,Salidas,False
taxi al la casa,19293,Salidas,True
recibo gas marzo,114108,Fijos,False
arbol de navidad,287585,Salidas,False
domicilio glovo hamburguesa,25970,Salidas,True
regalo dia de la madre,150000,Salidas,False
kit de limpieza hogar,65056,Salidas,False
canva pro agosto,49900,Susc.,True
beca estudio octubre,300000,Ingresos,False
almuerzo martes,23814,Salidas,True
tour villa de leyva de hoy,306154,Salidas,False
ropa deportiva de hoy,204471,Salidas,False
almuerzo martes,16403,Salidas,True
arriendos recibidos junio,500000,Ingresos,False
aporte pensión agosto,400000,Fijos,False
arriendo septiembre,650000,Fijos,False
cerveza club colombia con parce,11680,Salidas,True
pago eps mensual,145000,Fijos,False
subsidio gobierno mayo,200000,Ingresos,False
venta mercado libre octubre,300000,Ingresos,False
netflix premium diciembre,42900,Susc.,False
pension colegio octubre,600000,Fijos,False
cafe en la panadería,10005,Salidas,True
regalo cumpleaños,82148,Salidas,False
gym smart fit julio,70000,Susc.,False
seguro soat diciembre,65000,Fijos,False
playstation plus marzo,19900,Susc.,False
cerveza redd's con parce,10623,Salidas,True
internet tigo diciembre,89900,Fijos,False
raspa y gana,6425,Salidas,True
picada con los parces,94257,Salidas,True
quincena mayo,2000000,Ingresos,False
arriendo diciembre,900000,Fijos,False
propina domicilio,2171,Salidas,True
gym spinning club enero,110000,Susc.,False
propina domicilio,3242,Salidas,True
metro de las noche,3542,Salidas,True
aporte pensión octubre,200000,Fijos,False
sobrebarriga guisada,31777,Salidas,False
plataforma estudio diciembre,35000,Susc.,False
comision ventas,300000,Ingresos,False
recibo luz octubre,119085,Fijos,False
empanada de espinaca,2231,Salidas,True
venta computador,50000,Ingresos,False
taxi al el parque,12451,Salidas,True
chatgpt plus febrero,55000,Susc.,True
propina domicilio,4882,Salidas,True
regalo navidad familia,195366,Salidas,False
honorarios fotografía diciembre,500000,Ingresos,False
parqueadero oma,7425,Salidas,True
papas salchipapa semana,8856,Salidas,True
venta mercado libre septiembre,100000,Ingresos,False
chance sábado,4791,Salidas,True
rappi prime febrero,9900,Susc.,True
whisky johnnie walker para el trabajo,100523,Salidas,False
suavitel,18000,Salidas,True
bebida energizante monster,6000,Salidas,True
rappi prime octubre,14900,Susc.,True
almuerzo sábado,19713,Salidas,True
vpn estudiante mensual,35000,Susc.,True
playstation plus septiembre,19900,Susc.,False
arepa con chocolate,4106,Salidas,True
recarga celular movistar,7217,Salidas,True
arroz de mariscos para la casa,54150,Salidas,False
dj para la rumba quincenal,577775,Salidas,False
tragos jueves,36797,Salidas,True
confites en el bus,1000,Salidas,True
seguro soat agosto,65000,Fijos,False
tinto de mediodía,1729,Salidas,True
adobe abril,199000,Susc.,False
pandebono domingo,4201,Salidas,True
concierto bad bunny quincenal,234391,Salidas,False
uber desde el centro,24528,Salidas,True
frijolada antioquena,31758,Salidas,False
picada con los parces,116791,Salidas,True
didi desde el centro,11000,Salidas,True
jeans en arturo calle para la casa,260363,Salidas,False
dropbox plus,55000,Susc.,False
quincena febrero,800000,Ingresos,False
almuerzo jueves,23530,Salidas,True
domicilio glovo almuerzo,21762,Salidas,True
hbo max junio,19900,Susc.,False
útiles escolares del niño,111928,Salidas,False
venta carro,50000,Ingresos,False
aporte pensión junio,250000,Fijos,False
buñuelo antes de almuerzo,2660,Salidas,True
ropa interior tennis del mes,73584,Salidas,False
freelance diseño,500000,Ingresos,False
xbox game pass junio,29900,Susc.,False
descanso parque del café de hoy,318360,Salidas,False
nomina febrero,2500000,Ingresos,False
mecato de mediodía,2281,Salidas,True
nomina mayo,4000000,Ingresos,False
devolución iva marzo,200000,Ingresos,False
mercado en d1 mensual,227245,Salidas,False
cerveza águila con parce,11186,Salidas,True
ingreso uber driver diciembre,1800000,Ingresos,False
cena sábado,20386,Salidas,True
suscripcion rappi turbo,9900,Susc.,True
honorarios desarrollo web mayo,500000,Ingresos,False
pandebono domingo,2736,Salidas,True
recibo gas mayo,118616,Fijos,False
tour villa de leyva,380000,Salidas,False
recibo acueducto septiembre,74392,Fijos,False
buseta a el parque,2042,Salidas,True
vitaminas centrum,65000,Salidas,True
cuota tarjeta nequi,400000,Fijos,False
comision inmobiliaria,800000,Ingresos,False
pago eps julio,120000,Fijos,False
lechona de la region,413184,Salidas,False
pensión vejez octubre,2000000,Ingresos,False
ingreso asesorias,600000,Ingresos,False
lavanderia mensual,85197,Salidas,False
trucha en restaurante,45068,Salidas,False
ingreso extra fotografía,700000,Ingresos,False
ingreso extra traducciones,300000,Ingresos,False
frichi de pollo,18000,Salidas,True
tragos viernes,34501,Salidas,True
pension universidad diciembre,900000,Fijos,False
apuesta wplay fútbol,30000,Salidas,True
subsidio gobierno abril,150000,Ingresos,False
youtube premium septiembre,18900,Susc.,False
uber desde el parque,23602,Salidas,True
pandebono miércoles,3879,Salidas,True
recibo luz enero,144513,Fijos,False
tenis adidas quincenal,367090,Salidas,False
gaseosa de verduras,3236,Salidas,True
pandebono lunes,4267,Salidas,True
propina domicilio,4820,Salidas,True
empanada de verduras,1520,Salidas,True
aporte pensión noviembre,200000,Fijos,False
devolución iva septiembre,300000,Ingresos,False
morcilla parrilla,12000,Salidas,True
nevera nueva semanal,1988395,Salidas,False
sueldo part time junio,600000,Ingresos,False
globos y decoración,37807,Salidas,False
cafeteria de la universidad,5000,Salidas,True
seguro vida diciembre,120000,Fijos,False
indriver al la farmacia,11088,Salidas,True
almohada nueva para la casa,77507,Salidas,False
arepa de yuca,4500,Salidas,True
cerveza corona con parce,7296,Salidas,True
mecato del recreo,2500,Salidas,True
recibo gas octubre,68181,Fijos,False
cuota crédito banco de bogotá,400000,Fijos,False
lonchera del niño domingo,12614,Salidas,True
pandebono martes,3919,Salidas,True
propina domicilio,2849,Salidas,True
canva pro mensual,49900,Susc.,True
chance miércoles,4003,Salidas,True
empanada en el parque,1800,Salidas,True
tintoreria traje,55000,Salidas,False
papas salchipapa miércoles,6289,Salidas,True
libros de texto,87172,Salidas,False
tragos miércoles,33495,Salidas,True
buñuelo de las 8,1682,Salidas,True
arepa con queso,5000,Salidas,True
empanada de carne,2063,Salidas,True
prime video diciembre,14900,Susc.,False
pan de queso del horno,4000,Salidas,True
combo pollo kfc,32000,Salidas,True
paquete de manicho,1500,Salidas,True
taxi al la farmacia,16669,Salidas,True
seguro vida mayo,85000,Fijos,False
pastel de navidad,86993,Salidas,False
cuota tarjeta davivienda,250000,Fijos,False
huevos por cubeta,13666,Salidas,False
pensión vejez diciembre,1200000,Ingresos,False
pago tesis investigacion,800000,Ingresos,False
rumba viernes,150000,Salidas,False
regalo de cumpleaños recibido,200000,Ingresos,False
dominio y hosting diciembre,75000,Susc.,False
internet movistar octubre,79900,Fijos,False
arepa de choclo,4000,Salidas,True
servicio tecnico celular,120000,Salidas,False
tragos miércoles,75229,Salidas,True
vajilla,180045,Salidas,False
regalo de grado,300000,Salidas,False
torta de cumpleaños,89199,Salidas,False
libro fisico libreria,37206,Salidas,False
arriendo parqueadero,120000,Fijos,False
pago pension alimentaria,600000,Ingresos,False
plan celular etb,45000,Fijos,False
lechona tolimense,35196,Salidas,False
buseta a la terminal,2075,Salidas,True
recibo gas enero,95681,Fijos,False
cerveza heineken con parce,7941,Salidas,True
buñuelo de mediodía,2170,Salidas,True
frijolada antioquena,28000,Salidas,False
mecato de la tarde,2455,Salidas,True
sueldo part time diciembre,700000,Ingresos,False
sushi roll maki,45000,Salidas,True
adobe octubre,89000,Susc.,False
clases de ingles septiembre,300000,Susc.,False
cuota tarjeta bbva,300000,Fijos,False
onces miércoles,13452,Salidas,True
optómetra gafas,380000,Fijos,False
taxi al el centro,13792,Salidas,True
globos y decoración,45000,Salidas,False
transferencia bancolombia,586061,Salidas,False
salsa negra,5000,Salidas,True
remesas del exterior,1500000,Ingresos,False
domicilio domicilios.com cena,33488,Salidas,True
empanada de pollo,3387,Salidas,True
freelance desarrollo web,1500000,Ingresos,False
subsidio gobierno julio,150000,Ingresos,False
gym el gym julio,110000,Susc.,False
pensión vejez junio,1500000,Ingresos,False
